Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings,age,caseType,caseFIR,location
0,धन,कुमारी,बराल,Dhan,Kumari,Baral,"Dhan Kumari Baaraal, Dhan Kumari Baral, Dhan Baral",49,Witness,FIR-2015-151,Jaipur
0,कमला,,गुरुङ्ग,Kamala,,Gurung,"Kamala  Gurung, Kamala . Gurung, Kamala Gurung",46,Criminal,FIR-2000-234,Madhya Pradesh
0,श्रीमाया,,तामाङ,Shrimaya,,Tamang,"Shrimaya Taman, Shrimaya  Taamaang, Shrimaya Tamang",39,Victim,FIR-2002-122,Madhya Pradesh
0,वुधनी,,ड.थारु,Vudhani,,D.Tharu,"Vudhani D.Thar, Vudhani D.Tharu, Vudhani . D.Tharu",45,Criminal,FIR-2007-293,Kolkata
0,सुजाता,,कटुवाल,Sujata,,Katuwal,"Sujata Katuwa, Sujata Katuwal, Sujata  Katuwal",28,Suspect,FIR-2010-816,Madhya Pradesh
0,रोजिता,,चौलागाई,Rosita,,Choulagai,"R. Choulagai, Rosita  Choulagai, Rosita Coulagai",29,Victim,FIR-2007-111,Chennai
1,दिपेन्द्र,,ओली,Dipendra,,Oli,"Dipendra Ol, Dipendra Oli, Dipendra . Oli",21,Witness,FIR-2018-507,Mumbai
0,बिमला,,लामा,Bimal,,Lama,"B. Lama, Bimal Lama, Bimal  Lama",42,Victim,FIR-2014-765,Bangalore
1,चेत,बहादुर,सारु,Chet,Bahadur,Saru,"Chet Saru, Chet Bahadur Saaru, Chet B. Saru",19,Criminal,FIR-2024-496,Mumbai
1,किरण,,के.सी.,Kiran,,KC,"Kiran KC, Kiran . KC, Kiran  KC",52,Criminal,FIR-2022-892,Bangalore
1,प्रमोद,राजभोर,चौधरी,Pramod,Rajbhor,Chowdhury,"Pramod Cowdury, Pramod Chowdhur, Pramod R. Chowdhury",59,Victim,FIR-2018-132,Madhya Pradesh
0,शशिकला,,भट्टराई,Shashikala,,Bhattarai,"Shashikala Battarai, Shashikala Bhattarai, Shashikala  Bhattarai",27,Suspect,FIR-2012-363,Delhi
1,मरिच,मान,मुक्तान,Marich,Maan,Muktan,"Marich Muktan, Marich Mukta, Marich Maan Muktan",34,Criminal,FIR-2000-242,Mumbai
1,दिनेश,,न्यौपाने,Dinesh,,Nyupane,"Dinesh Nyupane, D. Nyupane, Dinesh  Niupane",46,Suspect,FIR-2008-852,Bangalore
0,खेम,कुमारी,सुनार,Khem,Kumari,Sunar,"Khem Kumari Sunar, K. Sunar, Khem Kumari Sunaar",30,Witness,FIR-2009-583,Madhya Pradesh
1,रिगेश,,पार्की,Rigesh,,Parki,"Rigesh  Parki, Rigesh Parki, Rigesh  Paarki",35,Suspect,FIR-2020-169,Chennai
1,मान,बहादुर,दमै,Maan,Bahadur,Damai,"Maan B. Damai, M. Damai, Maan Damai",56,Suspect,FIR-2013-954,Kolkata
0,धन,कुमारी,थिङ्,Dhan,Kumari,Thing,"Dhan Ting, Dhan Thin, D. Thing",25,Suspect,FIR-2007-258,Hyderabad
1,अर्जुन,,पासमान,Arjun,,Pasman,"Arjun Pasma, A. Pasman, Arjun  Pasman",21,Victim,FIR-2012-769,Chennai
0,बटुली,,चौधरी,Batuli,,Chaudhary,"Batuli  Chaudhari, Batuli  Chaudhary, Batuli Chaudhar",40,Victim,FIR-2021-956,Madhya Pradesh
0,जागो,देवी,केवट,Jago,Devi,Boatman,"Jago Devi Boatman, Jago D. Boatman, Jago Boatman",20,Suspect,FIR-2015-340,Mumbai
1,गोपाल,साह,तेली,Gopal,Shah,Teli,"Gopal Teli, Gopal Shah Teli, Gopal Tel",44,Suspect,FIR-2013-751,Bangalore
1,दिलिप,कुमार,मेहता,Dilip,Kumar,Mehta,"Dilip Meht, Dilip Mehta, Dilip Kumar Mehtaa",32,Criminal,FIR-2001-510,Madhya Pradesh
1,छवि,लाल,गुरुङ,image,lal,gurung,"i. gurung, image lal gurung, image gurung",43,Witness,FIR-2023-925,Madhya Pradesh
1,अजीजुद्दीन,,मुसलमान,Azizuddin,,Muslim,"Azizuddin  Muslim, Azizuddin Muslim, Azizuddin . Muslim",24,Victim,FIR-2015-441,Madhya Pradesh
1,नमराज,,थपलिया,Namraj,,Thapliya,"Namraj  Thapliya, Namraj  Thapliia, Namraj Thapliy",27,Witness,FIR-2016-482,Madhya Pradesh
1,ईश्वर,बहादुर,भण्डारी,Ishwar,Bahadur,Bhandari,"Ishwar Bhandari, Ishwar Bahadur Bhaandaari, Ishwar B. Bhandari",36,Witness,FIR-2010-451,Madhya Pradesh
0,देउकला,,देवकोटा,Deukla,,Devkota,"Deukla . Devkota, D. Devkota, Deukla Devkot",29,Suspect,FIR-2005-661,Madhya Pradesh
0,धन,माया,खड्का,Dhan,Maya,Khadka,"Dhan Maya Khaadkaa, Dhan M. Khadka, Dhan Khadka",34,Suspect,FIR-2016-810,Pune
0,भागवती,देवी,थरुनी,Bhagwati,Devi,Tharuni,"Bhagwati Tharun, Bhagwati D. Tharuni, Bhagwati Devi Tharuni",49,Suspect,FIR-2010-262,Pune
0,ज्ञानु,,के.सी.,Gyanu,,K.C.,"Gyanu K.C., Gyanu K.C, Gyanu . K.C.",20,Witness,FIR-2008-542,Kolkata
0,पिंकु,कुमारी,यादव,pinku,kumari,yadav,"pinku kumari iadav, pinku k. yadav, pinku yada",46,Witness,FIR-2014-357,Madhya Pradesh
1,अब्दुल,हकिम,धुनिया,Abdul,Hakim,Dhunia,"Abdul Dunia, A. Dhunia, Abdul Dhuni",55,Criminal,FIR-2023-710,Hyderabad
0,वेल,माया,आले,Well,Maya,Aale,"Well Maya Aaale, Well Aale, Well M. Aale",26,Criminal,FIR-2008-309,Madhya Pradesh
1,सरोज,,सापकोटा,Saroj,,Sapkota,"Saroj . Sapkota, S. Sapkota, Saroj  Sapkota",38,Victim,FIR-2012-962,Chennai
0,विमला,,बोहरा,Vimla,,Bohra,"Vimla Bohra, Vimla Bohr, Vimla Bora",55,Victim,FIR-2020-280,Mumbai
0,सिता,कुमारी,बिष्‍ट,Sita,Kumari,Bisht,"Sita Bisht, Sita Kumari Bisht, Sita Bish",45,Suspect,FIR-2001-493,Bangalore
1,भक्त,कुमार,राई,Bhakta,Kumar,Rai,"Bhakta Rai, B. Rai, Bhakta Ra",18,Victim,FIR-2019-764,Madhya Pradesh
1,ईन्द्र,,बरुवाल,Indra,,Baruwal,"Indra  Baaruwaal, Indra  Baruwal, I. Baruwal",60,Criminal,FIR-2011-552,Mumbai
1,अमरनाथ,,पाण्डे,Amarnath,,Pandey,"Amarnath  Pandey, Amarnath . Pandey, A. Pandey",43,Witness,FIR-2019-558,Delhi
0,गोमा,,जि.सी.,Goma,,G.C.,"Goma  G.C., G. G.C., Goma . G.C.",53,Suspect,FIR-2008-207,Mumbai
1,धन,वहादुर,शाही,money,brave,royal,"money roya, money royal, m. royal",47,Witness,FIR-2000-667,Madhya Pradesh
0,बिन,कुमारी,गुरुङ्ग,Bin,Kumari,Gurung,"B. Gurung, Bin Kumari Gurung, Bin K. Gurung",32,Criminal,FIR-2014-178,Madhya Pradesh
0,मन्जु,,गुप्ता,Manju,,Gupta,"Manju . Gupta, Manju Gupta, Manju Gupt",40,Victim,FIR-2001-144,Madhya Pradesh
1,हरि,प्रसाद,पौडेल,Hari,Prasad,Paudel,"H. Paudel, Hari Prasad Paaudel, Hari P. Paudel",43,Witness,FIR-2001-893,Madhya Pradesh
1,धन,बहादुर,गुरुङ्ग,Dhan,Bahadur,Gurung,"D. Gurung, Dhan Bahadur Gurung, Dhan B. Gurung",36,Witness,FIR-2019-347,Mumbai
0,नैना,,मगर,Naina,,Magar,"N. Magar, Naina  Magar, Naina Magar",28,Criminal,FIR-2009-790,Madhya Pradesh
1,पदम,बहादुर,अर्याल,Padam,Bahadur,Aryal,"Padam Bahadur Arial, Padam Arya, Padam B. Aryal",53,Victim,FIR-2016-752,Madhya Pradesh
0,हिरा,माया,श्रेष्‍ट,Hira,Maya,Shrestha,"Hira Maya Shrestha, Hira Maya Shresthaa, H. Shrestha",47,Suspect,FIR-2015-434,Delhi
1,झंक,बहादुर,दर्जी,Jhank,Bahadur,Tailor,"Jhank Bahadur Taailor, Jhank B. Tailor, J. Tailor",36,Criminal,FIR-2015-379,Madhya Pradesh
1,शङ्कर,,बोहरा,Shankar,,Bohra,"Shankar  Bohra, Shankar Bora, Shankar  Bohraa",24,Victim,FIR-2009-142,Madhya Pradesh
0,मनु,,गिरी,manu,,giri,"m. giri, manu gir, manu . giri",35,Victim,FIR-2000-309,Mumbai
0,रमा,,चित्रकार,Rama,,Chitrakar,"Rama Chitrakar, Rama  Chitrakar, Rama . Chitrakar",24,Victim,FIR-2018-978,Kolkata
1,नृप,बहादु्र,बेउवा,King,Bahadur,Beuwa,"King Beuwa, K. Beuwa, King Beuw",35,Witness,FIR-2014-145,Jaipur
0,पारो,,देवी,Paro,,Devi,"Paro Dev, Paro  Devi, P. Devi",40,Witness,FIR-2013-432,Madhya Pradesh
0,बिनमला,,घर्ती,Binmala,,Gharti,"Binmala Garti, Binmala Ghart, Binmala  Ghaarti",34,Criminal,FIR-2011-612,Bangalore
1,ढुण्डु,बहादुर,लोहनी,Dhundu,Bahadur,Lohani,"Dhundu Loani, Dhundu Bahadur Lohani, Dhundu Bahadur Lohaani",49,Suspect,FIR-2015-383,Jaipur
0,धना,,वम,Dhana,,Vaam,"Dhana Vaam, D. Vaam, Dhana  Vaaaam",51,Criminal,FIR-2013-143,Chennai
0,यमी,"अ‍ाचार्य,",भन्डारी,Yami,"Acharya,",Bhandari,"Yami Bandari, Yami A. Bhandari, Y. Bhandari",41,Suspect,FIR-2023-392,Madhya Pradesh
0,आषिका,अधिकारी,देवकोटा,Aashika,Adhikari,Devkota,"Aashika Devkota, Aashika Adhikari Devkota, A. Devkota",22,Victim,FIR-2007-422,Mumbai
0,कुसुम,,लोक्ताम,Kusum,,Loktam,"Kusum  Loktaam, Kusum  Loktam, Kusum . Loktam",19,Victim,FIR-2004-586,Delhi
1,राम,नरेश,महरा,Ram,Naresh,Mehra,"Ram Mera, R. Mehra, Ram Mehr",56,Criminal,FIR-2023-356,Madhya Pradesh
1,बद्री,नाथ,बादे,Badri,Nath,Baade,"Badri N. Baade, Badri Nath Baaaade, Badri Baad",49,Witness,FIR-2011-909,Hyderabad
1,चलितर,,सदा,always,on,move,"always move, always mov, always on move",48,Suspect,FIR-2021-173,Pune
0,रोहिता,,लिम्बु,Rohita,,Limbu,"Rohita Limbu, Rohita  Limbu, R. Limbu",41,Suspect,FIR-2013-182,Madhya Pradesh
0,तुयुचा,,महर्जन,Tuyucha,,Maharjan,"Tuyucha  Maharjan, T. Maharjan, Tuyucha Maharjan",53,Witness,FIR-2021-567,Mumbai
1,राम,बाबु,शर्मा,Ram,Babu,Sharma,"Ram Sharma, Ram B. Sharma, Ram Babu Sharma",52,Criminal,FIR-2012-787,Bangalore
0,राम,करणी,थरुनी,Ram,Karni,Tharuni,"R. Tharuni, Ram Karni Thaaruni, Ram Tharun",50,Witness,FIR-2004-588,Bangalore
0,सुनिता,,लोध,sunita,,lodh,"sunita . lodh, s. lodh, sunita lod",55,Suspect,FIR-2017-206,Madhya Pradesh
1,लिले,,दमाई,Lille,,Damai,"Lille Damai, Lille . Damai, Lille Dama",49,Witness,FIR-2008-201,Kolkata
0,मन,माया,निरौला,Man,Maya,Niraula,"Man Maya Niraula, Man Niraul, Man Maya Niraaulaa",25,Victim,FIR-2024-582,Madhya Pradesh
1,डण्डविर,,खत्री,Dandvir,,Khatri,"Dandvir Katri, Dandvir  Khatri, Dandvir  Khaatri",40,Witness,FIR-2021-659,Madhya Pradesh
1,पर्शुराम,,राई,Parshuram,,Rai,"P. Rai, Parshuram  Rai, Parshuram Ra",30,Suspect,FIR-2019-597,Hyderabad
0,अस्मिता,,देवकोटा,Asmita,,Devkota,"A. Devkota, Asmita  Devkotaa, Asmita Devkot",42,Criminal,FIR-2016-411,Delhi
0,हिरा,कुमारी,कार्की,Hira,Kumari,Karki,"H. Karki, Hira Kumari Karki, Hira K. Karki",47,Criminal,FIR-2014-451,Madhya Pradesh
0,अस्मिता,,राई,asmita,,rai,"asmita  raai, a. rai, asmita . rai",49,Witness,FIR-2002-202,Madhya Pradesh
0,जाना,,रावत,Jana,,Rawat,"Jana  Rawat, J. Rawat, Jana . Rawat",27,Witness,FIR-2014-787,Madhya Pradesh
0,खिरमी,,दमाई,Khirmi,,Damai,"Khirmi  Daamaai, Khirmi . Damai, Khirmi Damai",44,Suspect,FIR-2005-726,Chennai
0,मेनुका,कुमारी,कुंवर,Menuka,Kumari,Kunwar,"Menuka Kunwa, Menuka K. Kunwar, Menuka Kumari Kunwaar",25,Victim,FIR-2023-335,Madhya Pradesh
1,गन,बहादुर,गिरी,Gun,Bahadur,Giri,"Gun Bahadur Giri, G. Giri, Gun Gir",26,Witness,FIR-2003-803,Kolkata
1,शेर,बहादुर,साउँद,Sher,Bahadur,Saund,"Sher Bahadur Saund, Sher Bahadur Saaund, Sher Saund",53,Victim,FIR-2017-176,Bangalore
1,जयराम,,हलुवाई,Jairam,,Haluwai,"Jairam . Haluwai, Jairam  Haaluwaai, Jairam Haluwa",40,Witness,FIR-2021-593,Hyderabad
1,विन्देश्‍वर,,यादव,Vindeshwar,,Yadav,"Vindeshwar . Yadav, V. Yadav, Vindeshwar  Yaadaav",22,Suspect,FIR-2009-725,Hyderabad
1,पुर्ण,सिं,सार्की,Purna,Sin,Sarki,"Purna S. Sarki, Purna Sark, Purna Sin Sarki",45,Victim,FIR-2013-291,Hyderabad
0,श्रीमती,कोइली,डाँगी,Mrs.,Koili,Dangi,"Mrs. Koili Dangi, Mrs. Koili Daangi, Mrs. K. Dangi",23,Criminal,FIR-2002-158,Madhya Pradesh
0,रिना,देवी,मुखिया,Rina,Devi,Mukhiya,"Rina Devi Mukhiia, R. Mukhiya, Rina Mukhiya",54,Witness,FIR-2020-677,Bangalore
0,बिमला,,सुवेदी,Bimla,,Suvedi,"Bimla Suved, Bimla . Suvedi, Bimla  Suvedi",47,Witness,FIR-2011-840,Jaipur
0,मीना,,देवी,Madam,,Meena,"M. Meena, Madam  Meena, Madam Meena",54,Witness,FIR-2003-659,Madhya Pradesh
1,विष्‍णु,कुमार,आचार्य,Vishnu,Kumar,Acharya,"V. Acharya, Vishnu Acharya, Vishnu K. Acharya",44,Victim,FIR-2016-639,Delhi
0,सुमिन्त्रा,देवी,बडही,Sumintra,Devi,Badhi,"Sumintra Devi Baadhi, S. Badhi, Sumintra D. Badhi",41,Witness,FIR-2013-998,Mumbai
0,कुमारी,,तामाङ्ग,Kumari,,Tamang,"Kumari . Tamang, Kumari Taman, K. Tamang",40,Victim,FIR-2024-558,Hyderabad
0,संगिता,कुमारी,चौधरी,Sangeeta,Kumari,Chaudhary,"Sangeeta Kumari Chaudhary, Sangeeta Chaudhar, Sangeeta Kumari Chaaudhaary",40,Witness,FIR-2006-392,Delhi
0,रुपमाया,,परियार,उपर्पया,,पैरियार,"उपर्पया पैरिया, उपर्पया  पैरियार, उ. पैरियार",54,Witness,FIR-2024-375,Chennai
0,निर्मला,,आचार्य,Nirmala,,Acharya,"Nirmala Acharya, Nirmala  Acharya, Nirmala . Acharya",51,Witness,FIR-2024-210,Delhi
1,पदम,बहादुर,चन्द,padam,bahadur,chand,"padam bahadur chaand, padam cand, padam bahadur chand",38,Witness,FIR-2020-889,Kolkata
1,मोहन,सीं,सार्की,Mohan,C,Sarki,"Mohan Sarki, Mohan C. Sarki, Mohan C Saarki",40,Criminal,FIR-2002-623,Jaipur
0,शान्ती,देवी,यादव,Shanti,Devi,Yadav,"Shanti Devi Yaadaav, Shanti Yadav, S. Yadav",39,Criminal,FIR-2007-935,Madhya Pradesh
1,भुपाल,,खत्री,Bhupal,,Khatri,"B. Khatri, Bhupal  Khatri, Bhupal Khatr",53,Suspect,FIR-2015-568,Madhya Pradesh
0,बुदी,,आउजी,Buddi,,Ouji,"Buddi Ouj, Buddi Ouji, Buddi . Ouji",36,Suspect,FIR-2013-596,Chennai
1,महेन्द्र,बहादुर,पुलामी,Mahendra,Bahadur,Pulami,"M. Pulami, Mahendra Bahadur Pulaami, Mahendra Bahadur Pulami",37,Criminal,FIR-2012-640,Madhya Pradesh
1,झक,बहादुर,थापा,Jhak,Bahadur,Thapa,"Jhak Bahadur Thapa, Jhak Thap, Jhak Thapa",32,Witness,FIR-2001-681,Madhya Pradesh
0,मधु,,पछाई,Madhu,,Pachay,"Madhu Pachay, M. Pachay, Madhu Pacha",51,Victim,FIR-2017-336,Delhi
0,कान्छी,बस्नेत,(खत्री),Kanchi,Basnet,(Khatri),"K. (Khatri), Kanchi (Khatri, Kanchi Basnet (Khaatri)",54,Suspect,FIR-2009-172,Chennai
1,नरहरी,,क‌डेल,Narhari,,Kadel,"Narhari Kadel, N. Kadel, Narhari Kade",38,Victim,FIR-2016-796,Bangalore
0,राम,माया,राई,Ram,Maya,Rai,"Ram Maya Raai, Ram Maya Rai, Ram M. Rai",27,Criminal,FIR-2012-347,Hyderabad
1,दिल,बहादुर,थिङ,Dil,Bahadur,Thing,"Dil Ting, Dil Thin, Dil Bahadur Thing",18,Witness,FIR-2013-562,Madhya Pradesh
1,मोहन,,गुरुङ्ग,Mohan,,Gurung,"Mohan . Gurung, M. Gurung, Mohan  Gurung",58,Witness,FIR-2002-823,Madhya Pradesh
1,सम,राज,राई,Sam,Raj,Rai,"Sam R. Rai, Sam Raj Raai, Sam Rai",32,Criminal,FIR-2021-649,Madhya Pradesh
1,देवी,प्रसाद,चौलागाइ,Devi,Prasad,Choulagai,"Devi Prasad Choulagai, Devi Coulagai, Devi Choulaga",48,Victim,FIR-2012-841,Chennai
1,प्रदिप,,बुढा,Pradeep,,Budha,"P. Budha, Pradeep Budh, Pradeep  Budha",26,Suspect,FIR-2021-533,Madhya Pradesh
0,सुभद्रा,देवी,खत्री,Subhadra,Devi,Khatri,"Subhadra D. Khatri, Subhadra Devi Khatri, S. Khatri",29,Witness,FIR-2005-698,Bangalore
0,तारा,कुमारी,आचार्य,Tara,Kumari,Acharya,"T. Acharya, Tara K. Acharya, Tara Kumari Acharya",30,Criminal,FIR-2004-856,Chennai
1,राजन,,श्रेष्‍ठ,Rajan,,Shrestha,"Rajan Shresth, Rajan  Shrestha, Rajan . Shrestha",32,Suspect,FIR-2000-235,Bangalore
1,मोतिलाल,,थापा,Motilal,,Thapa,"Motilal Thapa, Motilal . Thapa, Motilal Thap",40,Suspect,FIR-2008-501,Kolkata
1,टिका,,लुहार,hinge,,blacksmith,"h. blacksmith, hinge  blacksmith, hinge blacksmit",27,Suspect,FIR-2014-225,Madhya Pradesh
0,विवी,रानी,तामाङ,Vivi,Rani,Tamang,"V. Tamang, Vivi Taman, Vivi Rani Taamaang",36,Victim,FIR-2006-667,Kolkata
1,नारायण,,गिरी,Narayan,,Giri,"Narayan  Giri, N. Giri, Narayan Giri",38,Criminal,FIR-2022-533,Madhya Pradesh
1,चेत,बहादुर,चिदी,Chet,Bahadur,Chidi,"Chet Bahadur Chidi, Chet B. Chidi, Chet Chidi",44,Suspect,FIR-2023-276,Madhya Pradesh
1,राम,किसुन,थारु,Ram,Kisun,Tharu,"Ram Kisun Thaaru, Ram Tharu, Ram Thar",60,Witness,FIR-2021-822,Madhya Pradesh
0,उर्मिला,,शाही,urmila,,shahi,"urmila  shahi, u. shahi, urmila sai",58,Suspect,FIR-2022-805,Madhya Pradesh
0,तुलसी,देवी,सुवेदी,Tulsi,Devi,Suvedi,"Tulsi D. Suvedi, Tulsi Suvedi, Tulsi Suved",51,Victim,FIR-2007-116,Delhi
1,विनोद,,गुरुङ,vinod,,gurung,"vinod gurung, vinod . gurung, vinod gurun",37,Suspect,FIR-2009-464,Hyderabad
0,कमला,,अधिकारी,Kamla,,Adhikari,"Kamla Adhikari, Kamla . Adhikari, Kamla Adhikar",25,Victim,FIR-2008-870,Delhi
1,जगदिश,,यादव,jagdish,,yadav,"jagdish yadav, jagdish  yadav, jagdish  iadav",57,Criminal,FIR-2012-982,Madhya Pradesh
1,जीत,बहादुर,भोम्जन,Jeet,Bahadur,Bhomjan,"J. Bhomjan, Jeet Bahadur Bhomjan, Jeet Bomjan",28,Criminal,FIR-2021-605,Hyderabad
1,दिपेन्‍द्र,,राउत,Dipendra,,Raut,"Dipendra . Raut, Dipendra Raut, Dipendra  Raut",27,Witness,FIR-2000-480,Hyderabad
1,पदम,बहादुर,कार्की,Padam,Bahadur,Karki,"Padam B. Karki, Padam Kark, P. Karki",46,Witness,FIR-2008-609,Pune
0,धर्मा,,जोशी,dharma,,joshi,"dharma joshi, dharma  joshi, dharma . joshi",40,Victim,FIR-2002-543,Madhya Pradesh
0,जमुना,ठाडा,मगर,Jamuna,Thada,Magar,"J. Magar, Jamuna T. Magar, Jamuna Maga",57,Witness,FIR-2005-685,Madhya Pradesh
1,राजेश,कुमार,वुढाथोकी,Rajesh,Kumar,Vudhathoki,"Rajesh Kumar Vudhaathoki, Rajesh Vudhathoki, Rajesh Vudhathok",48,Victim,FIR-2017-951,Chennai
1,हुम,बहादुर,थापा,Hum,Bahadur,Thapa,"Hum Bahadur Thapa, Hum Tapa, Hum Bahadur Thaapaa",27,Witness,FIR-2011-878,Bangalore
0,मिना,देवी,बुढाथोकी,Mina,Devi,Budhathoki,"Mina Budhathok, Mina Budhathoki, Mina Devi Budhaathoki",20,Witness,FIR-2011-365,Madhya Pradesh
1,तिलक,बहादुर,कार्की,Tilak,Bahadur,Karki,"Tilak Kark, Tilak Bahadur Kaarki, T. Karki",32,Suspect,FIR-2019-830,Madhya Pradesh
0,असदी,,थरुनी,Asadi,,Tharuni,"Asadi Tharuni, Asadi Taruni, Asadi Tharun",22,Criminal,FIR-2014-406,Delhi
1,श्यामबाबु,,कार्की,Shyambabu,,Karki,"Shyambabu  Karki, Shyambabu . Karki, Shyambabu Karki",34,Victim,FIR-2022-189,Chennai
0,रमा,कुमारी,पौडेल,Rama,Kumari,Paudel,"Rama Paudel, R. Paudel, Rama K. Paudel",58,Victim,FIR-2009-304,Delhi
0,लिला,,कार्की,Lila,,Karki,"Lila . Karki, Lila  Karki, Lila Kark",39,Witness,FIR-2022-912,Chennai
0,परमिला,,चाई,Parmila,,Chai,"Parmila  Chaai, Parmila Cha, Parmila Cai",45,Criminal,FIR-2014-603,Madhya Pradesh
0,निम,कला,बहकरी,Nim,Art,Bahkari,"Nim Art Baahkaari, Nim Bahkar, N. Bahkari",18,Victim,FIR-2010-580,Bangalore
0,युमाया,फकामी,पुन,Yumaya,Fakami,Re,"Yumaya Fakami Re, Y. Re, Yumaya Re",56,Victim,FIR-2018-588,Hyderabad
1,चित्र,बहादुर,वली,Picture,Bahadur,Vali,"Picture B. Vali, Picture Vali, Picture Bahadur Vali",53,Criminal,FIR-2000-555,Kolkata
0,लक्ष्मी,,रावल,Laxmi,,Rawal,"Laxmi  Raawaal, Laxmi Rawal, L. Rawal",21,Suspect,FIR-2012-738,Bangalore
0,कुमारी,,गुरुङ,kumari,,gurung,"kumari gurung, kumari gurun, kumari . gurung",19,Witness,FIR-2000-529,Mumbai
0,सीता,,खड्का,Sita,,Khadka,"Sita Kadka, Sita  Khaadkaa, Sita Khadk",56,Suspect,FIR-2021-443,Madhya Pradesh
1,विष,मान,तामाङ,poison,man,tamaang,"poison tamaan, poison tamaang, poison man tamaang",33,Criminal,FIR-2000-736,Madhya Pradesh
0,सरिता,,दमाइ,Sarita,,Damai,"S. Damai, Sarita . Damai, Sarita Dama",55,Victim,FIR-2013-854,Madhya Pradesh
1,बाबु,राजा,महर्जन,Babu,Raja,Maharjan,"Babu Maharjan, Babu Raja Maahaarjaan, B. Maharjan",29,Suspect,FIR-2023-575,Madhya Pradesh
1,कृष्णदेव,शर्मा,चापागाई,Krishnadev,Sharma,Chapagai,"K. Chapagai, Krishnadev Capagai, Krishnadev Sharma Chaapaagaai",44,Witness,FIR-2007-703,Delhi
1,रमेश,,पौडेल,Ramesh,,Paudel,"Ramesh  Paudel, Ramesh  Paaudel, R. Paudel",31,Suspect,FIR-2003-741,Madhya Pradesh
0,लिला,देवी,खतिवडा,Leela,Devi,Khatiwada,"Leela Devi Khaatiwaadaa, Leela Khatiwada, Leela Katiwada",50,Suspect,FIR-2014-777,Madhya Pradesh
1,शिव,चन्द्र,कार्की,Shiv,Chandra,Karki,"Shiv Chandra Kaarki, Shiv Kark, Shiv Chandra Karki",39,Witness,FIR-2019-946,Bangalore
0,दैया,,राई,Daiya,,Rye,"D. Rye, Daiya Ry, Daiya . Rye",36,Criminal,FIR-2004-910,Delhi
0,गेदा,,हरिजन,Marigold,,Harijan,"Marigold  Haarijaan, Marigold . Harijan, Marigold Harija",31,Witness,FIR-2010-468,Delhi
1,करन,,वि.क.,Karan,,V.K.,"Karan V.K., Karan  V.K., Karan . V.K.",29,Witness,FIR-2000-260,Madhya Pradesh
0,सविता,,लामा,Savita,,Lama,"Savita . Lama, Savita Lam, Savita  Laamaa",35,Suspect,FIR-2015-753,Madhya Pradesh
1,अर्जुन,,खतिवडा,Arjun,,Khatiwada,"Arjun Katiwada, Arjun  Khaatiwaadaa, A. Khatiwada",54,Suspect,FIR-2023-643,Madhya Pradesh
0,कला,देवि,चौधरी,Kala,Devi,Choudhary,"Kala Devi Choudhaary, Kala D. Choudhary, Kala Coudary",32,Suspect,FIR-2003-995,Kolkata
0,पदम,माया,खत्री,padam,maya,khatri,"padam khatr, p. khatri, padam maya khaatri",33,Victim,FIR-2001-204,Bangalore
1,सुशिल,,यादव,Sushil,,Yadav,"Sushil  Yaadaav, Sushil Yada, Sushil . Yadav",59,Suspect,FIR-2003-184,Madhya Pradesh
1,रमेश,,चन्द,Ramesh,,Chand,"Ramesh  Chaand, Ramesh Chand, Ramesh . Chand",22,Suspect,FIR-2019-846,Mumbai
1,नर,बहादुर,तामाङ,male,brave,tamaang,"male brave taamaaaang, m. tamaang, male tamaan",42,Criminal,FIR-2007-302,Delhi
1,धन,बहादुर,सुनुवार,Dhan,Bahadur,Sunuwar,"Dhan B. Sunuwar, D. Sunuwar, Dhan Sunuwar",40,Criminal,FIR-2019-597,Bangalore
0,प्याम,लमु,शेर्पा,Pyam,Lamu,Sherpa,"Pyam Sherp, P. Sherpa, Pyam Lamu Sherpaa",45,Criminal,FIR-2019-792,Chennai
0,रिता,,खड्का,Rita,,Khadka,"Rita  Khadka, Rita Kadka, R. Khadka",54,Suspect,FIR-2021-115,Kolkata
1,सार्की,मान,तामाङ,Sarki,Maan,Tamang,"Sarki Maan Taamaang, Sarki Tamang, Sarki M. Tamang",25,Victim,FIR-2011-817,Chennai
0,सुनिता,ढकाल,चापागाई,Sunita,,Dhakal,"Sunita  Dhakal, Sunita Dakal, Sunita . Dhakal",46,Victim,FIR-2003-431,Delhi
1,छेदी,,यादव,Chhedi,,Yadav,"Chhedi Yadav, Chhedi  Yaadaav, Chhedi  Yadav",25,Criminal,FIR-2002-318,Madhya Pradesh
1,सन्जय,कुमार,माझी,Sanjay,Kumar,Majhi,"Sanjay K. Majhi, Sanjay Kumar Majhi, S. Majhi",41,Suspect,FIR-2023-365,Kolkata
0,कल्पना,,प्रजा,imagination,,people,"imagination people, imagination . people, imagination peopl",44,Criminal,FIR-2006-850,Madhya Pradesh
1,जय,,साउँद,Jai,,Sound,"Jai Sound, Jai . Sound, J. Sound",40,Victim,FIR-2001-379,Madhya Pradesh
0,मुरली,,सावत,Murli,,Sawat,"Murli . Sawat, M. Sawat, Murli  Sawat",33,Criminal,FIR-2009-201,Madhya Pradesh
