Names,voter_gender,age,caseType,caseFIR,location
मुर्ती देवि सा,0,46,Witness,FIR-2002-268,Sagar
विर तामाङ,1,56,Suspect,FIR-2021-153,Bhopal
डोमा शर्मा बरही,1,37,Victim,FIR-2001-280,Sagar
शोभा लमिछने,0,30,Suspect,FIR-2018-476,Bhopal
प्रकाश  यादव,1,60,Witness,FIR-2018-576,Ujjain
मोती शाही,0,21,Victim,FIR-2001-560,Rewa
एकलास तेलीन,0,60,Criminal,FIR-2012-131,Rewa
राम कुवारी थारु,0,35,Witness,FIR-2013-134,Satna
रिम बहादुर थापा सोमै,1,50,Witness,FIR-2020-536,Indore
लक्ष्मी भट्टराई,0,29,Victim,FIR-2014-975,Rewa
भानी लाल लांबड,1,55,Victim,FIR-2022-165,Rewa
राजकुमार  नगरकोटी,1,38,Witness,FIR-2000-816,Indore
शुशान्त  कुवंर,1,31,Witness,FIR-2015-412,Bhopal
सुरेश न्यौपाने,1,48,Criminal,FIR-2000-697,Gwalior
देवराज  तांमांङ,1,44,Victim,FIR-2024-549,Ujjain
कान्छी (खत्री),0,55,Victim,FIR-2001-238,Dewas
मिना गुरुङ,0,18,Victim,FIR-2019-746,Rewa
अजय देव,1,33,Witness,FIR-2002-474,Indore
गोविन्द प्रसाद शर्मा,1,47,Criminal,FIR-2008-822,Ujjain
गोपी  दांहांल,0,53,Suspect,FIR-2021-510,Bhopal
विकाश बस्नेत,1,36,Victim,FIR-2021-862,Rewa
कुसमावती मल्लाह,0,60,Victim,FIR-2001-679,Satna
कृष्ण कुमारी श्रेष्ठ,0,28,Witness,FIR-2014-576,Sagar
द्रौपदी  गुरुङ,0,21,Suspect,FIR-2017-175,Ujjain
सुनिल कुमार तेली,1,43,Witness,FIR-2018-299,Ujjain
श्रीमती फुलमती देवी चमैन,0,42,Witness,FIR-2016-763,Satna
रितेश  दास,1,23,Victim,FIR-2002-935,Bhopal
सत्य यादव,1,26,Witness,FIR-2014-227,Rewa
लिला पोख्रेल,0,56,Witness,FIR-2000-639,Indore
सविता लामा,0,56,Witness,FIR-2021-341,Satna
भग लक्षी राई,0,38,Witness,FIR-2017-208,Bhopal
बिक्रम कार्की,1,48,Suspect,FIR-2022-197,Sagar
कृष्णदेव शर्मा चापागाई,1,46,Victim,FIR-2016-993,Jabalpur
अन्जु कोइराला,0,22,Witness,FIR-2011-465,Dewas
मन माया श्रेष्‍ठ,0,48,Criminal,FIR-2000-114,Dewas
अ‍ैयुव  मियां,1,59,Victim,FIR-2015-925,Jabalpur
सोमै  लोनियां,1,44,Criminal,FIR-2015-173,Ujjain
प्रकाश  पोख्रेल,1,23,Victim,FIR-2000-175,Satna
सत्य नारायण यादव,1,41,Criminal,FIR-2005-753,Jabalpur
साविता कटुवाल,0,51,Criminal,FIR-2020-943,Ujjain
पवित्रा जैसी,0,53,Criminal,FIR-2020-780,Satna
राम कुमार मण्डल,1,39,Suspect,FIR-2013-431,Satna
भीम ब तमाङ,1,35,Victim,FIR-2009-451,Rewa
भगवान आलेमगर,1,59,Suspect,FIR-2009-851,Gwalior
सुन्दरी चौधरी,0,33,Suspect,FIR-2001-282,Ujjain
रानी राना,0,25,Witness,FIR-2013-171,Dewas
अनिता  कुमा,0,48,Victim,FIR-2002-940,Bhopal
दिनेश माझी,1,47,Victim,FIR-2019-342,Dewas
सविता  चौधर,0,57,Victim,FIR-2004-103,Ujjain
निरञ्‍जन सिग्‍देल,1,53,Criminal,FIR-2009-938,Ujjain
पवन कुमारी देवी,0,53,Criminal,FIR-2021-565,Gwalior
सुजित  खार्खी,1,18,Suspect,FIR-2000-234,Satna
चिरञ्जीवी प्रसाद पं‌जीयार,1,20,Criminal,FIR-2015-998,Sagar
दुर्गी थापा मगर,0,58,Criminal,FIR-2000-717,Rewa
राम राई,0,47,Victim,FIR-2012-654,Sagar
हर्क बहादुर साउँ,1,19,Witness,FIR-2011-765,Indore
काला  कामी,1,27,Suspect,FIR-2001-914,Dewas
सुनिल  गाहा,1,59,Criminal,FIR-2009-405,Jabalpur
सुन म तामाङ,0,59,Suspect,FIR-2019-500,Satna
राधा देवी सांह,0,28,Criminal,FIR-2005-715,Sagar
कृष्ण विष्ट,1,23,Criminal,FIR-2022-267,Gwalior
रिता घतानी,0,44,Witness,FIR-2016-365,Dewas
मीनराज  कांफ्‍ले,1,28,Victim,FIR-2023-123,Gwalior
राजेन्द्र कुमार (थांरु),1,54,Victim,FIR-2024-160,Jabalpur
जाना रवत,0,49,Witness,FIR-2005-182,Indore
जमुना मगर,0,53,Victim,FIR-2021-147,Gwalior
पुतली ढकाल,0,22,Suspect,FIR-2001-898,Sagar
आरती पाल,0,55,Criminal,FIR-2018-227,Jabalpur
प्रमोद राजभोर चौधरी,1,43,Witness,FIR-2005-439,Ujjain
खङ्क प्रसाद न्यौपाने,1,48,Victim,FIR-2005-108,Dewas
राधीका पन्थी,0,33,Suspect,FIR-2009-435,Rewa
एलीना देवान,0,50,Criminal,FIR-2022-168,Jabalpur
जहीर खन,1,30,Victim,FIR-2008-856,Satna
गोपाल  थापा,1,39,Criminal,FIR-2005-911,Bhopal
सरिता  दमा,0,42,Witness,FIR-2008-932,Indore
रिता घतनी,0,46,Victim,FIR-2004-978,Sagar
मन कला चलांउने,0,29,Suspect,FIR-2020-280,Jabalpur
राजेश कुमार वुढाथोकी,1,51,Witness,FIR-2019-432,Ujjain
निर्मला  नेपाल,0,29,Witness,FIR-2008-308,Satna
पठाउ दमै,0,36,Suspect,FIR-2000-240,Satna
गजिन्द्र बहादुर पौडेल (क्षत्री),1,18,Criminal,FIR-2019-957,Sagar
पुसना  महत,1,45,Victim,FIR-2012-910,Indore
गणेश  धामी,1,60,Criminal,FIR-2024-124,Ujjain
दिपेन्‍द्र  सा,1,53,Victim,FIR-2023-843,Satna
धनिया चौधरी,0,47,Witness,FIR-2013-798,Gwalior
सम्‍झना थप,0,52,Witness,FIR-2012-531,Ujjain
भोजा कुमारी गैरे,0,40,Criminal,FIR-2015-750,Sagar
बटुली  चौधर,0,20,Victim,FIR-2012-872,Satna
कल्पना घिमिरे,0,21,Criminal,FIR-2021-827,Sagar
गीता देवी,0,31,Victim,FIR-2020-236,Sagar
राजेन्द्र सिंह धामी,1,55,Criminal,FIR-2002-582,Rewa
पुनम थापा,0,44,Suspect,FIR-2011-545,Satna
फुल कुमारी,0,39,Suspect,FIR-2006-585,Gwalior
सोमनाथ  अधिकारी,1,38,Suspect,FIR-2011-636,Sagar
बाल कृष्ण आचार्य,1,19,Victim,FIR-2023-714,Jabalpur
"होम बहादुर वी,क,",1,33,Criminal,FIR-2009-121,Rewa
मोतिकला वि ख,0,19,Criminal,FIR-2020-221,Sagar
बिजय  विश्वकर्मां,1,60,Suspect,FIR-2013-463,Dewas
निर्मला नेपाली,0,58,Witness,FIR-2002-451,Ujjain
रेशम  नेपांली,1,37,Criminal,FIR-2014-113,Sagar
खतिना  खातुन,0,51,Victim,FIR-2020-463,Ujjain
बिष्णु तिवरी,0,24,Witness,FIR-2000-496,Indore
सोभित  सदाय,1,39,Criminal,FIR-2021-727,Jabalpur
धिर शही,1,52,Witness,FIR-2021-408,Rewa
गणेश राय यादव,1,34,Criminal,FIR-2020-795,Sagar
मनमोहन  खरविन्न,1,41,Criminal,FIR-2011-770,Ujjain
मनधरा भन्ने गुरुङ्ग,0,28,Victim,FIR-2013-658,Satna
पुर्ण बहादुर लो,1,43,Suspect,FIR-2008-758,Indore
कृष्‍ण कुमार गुरुङ्ग,1,49,Victim,FIR-2004-550,Jabalpur
मैया नानी धमला (कटेल),0,53,Criminal,FIR-2007-454,Satna
पवन देवी,0,50,Victim,FIR-2019-254,Dewas
सिलिया देवी मुखिय,0,36,Victim,FIR-2024-647,Dewas
दिनेश थापा,1,37,Witness,FIR-2009-960,Sagar
मखु माया तामाङ,0,38,Criminal,FIR-2018-155,Satna
मनिसरा थापा,0,37,Criminal,FIR-2015-115,Indore
कमला सुनारी मग,0,37,Witness,FIR-2003-788,Gwalior
तुलाराम ठाकुर बरहि,1,20,Victim,FIR-2008-851,Bhopal
सुन्दर  परियार,1,35,Witness,FIR-2001-256,Sagar
सारदा देवि थाप,0,59,Witness,FIR-2003-958,Jabalpur
अजय  शर्मा,1,32,Criminal,FIR-2004-119,Gwalior
नारायण बरै,1,18,Victim,FIR-2011-366,Dewas
कोपिल परियार,1,33,Victim,FIR-2013-472,Dewas
साह  महमद,1,40,Victim,FIR-2020-525,Sagar
जानकी कुमारी वोहर,0,53,Victim,FIR-2006-561,Jabalpur
कमल कामी,0,46,Suspect,FIR-2024-133,Bhopal
उदय यादव,1,47,Witness,FIR-2024-777,Gwalior
ईन्दिरा देवी याद,0,58,Criminal,FIR-2011-530,Satna
सुनमाली थापा,0,20,Criminal,FIR-2024-156,Bhopal
दर्गा दत्त जैसी,1,42,Victim,FIR-2009-356,Indore
रिया  अग्रवा,0,51,Witness,FIR-2019-465,Jabalpur
श्रीमती कोइली डांँगी,0,43,Criminal,FIR-2002-890,Bhopal
आषिष  सुना,1,44,Criminal,FIR-2023-427,Jabalpur
रोशन र शाही,1,22,Witness,FIR-2008-653,Dewas
रामलाल कुमार मंडल,1,46,Criminal,FIR-2023-561,Rewa
कमला राई,0,45,Victim,FIR-2024-907,Dewas
डण्ड प ढकाल,1,43,Criminal,FIR-2020-962,Sagar
शर्मीला कुमारी बुढा,0,60,Victim,FIR-2016-310,Ujjain
शर्मीला बुढ,0,44,Suspect,FIR-2004-484,Jabalpur
श्याम  चौधर,1,25,Victim,FIR-2020-885,Rewa
निर्जला  श्रेष्ठ,0,59,Criminal,FIR-2021-576,Satna
लक्ष्मी थापा,0,57,Suspect,FIR-2011-552,Dewas
सुधा तमाङ्ग,0,43,Suspect,FIR-2009-284,Dewas
नारायण  गीरी,1,27,Victim,FIR-2005-747,Gwalior
कुल देव रा,1,41,Suspect,FIR-2017-442,Sagar
लेख बहादुर आले,1,32,Criminal,FIR-2020-875,Rewa
मेनुका कुंवर,0,59,Criminal,FIR-2011-924,Dewas
लपटेन सिंह चौधर,1,35,Witness,FIR-2000-253,Satna
राजु कुमार झा,1,36,Criminal,FIR-2015-829,Dewas
कुसमी देवी मुसहर्न,0,20,Criminal,FIR-2002-175,Dewas
शिव नाउ,0,43,Victim,FIR-2010-715,Jabalpur
सुजन न्यौपाने,1,37,Suspect,FIR-2001-165,Indore
नर बहादुर तामाङ,1,40,Criminal,FIR-2010-765,Sagar
उरमिला द कथवनिया,0,25,Suspect,FIR-2011-900,Gwalior
अशोक  याद,1,37,Suspect,FIR-2024-557,Satna
कृष्ण साह,1,36,Suspect,FIR-2014-140,Jabalpur
डोल तमङ्ग,0,30,Criminal,FIR-2016-721,Satna
पेमु खत्री,0,40,Suspect,FIR-2014-673,Indore
रमिला  मगर,0,19,Suspect,FIR-2017-355,Dewas
शर्मीला बुढा,0,29,Victim,FIR-2000-450,Bhopal
खम्म बहादुर ओल,1,26,Witness,FIR-2011-375,Gwalior
शिव  सूर्यवंशी,0,34,Criminal,FIR-2023-958,Dewas
कान्‍छी मुक्तान,0,20,Suspect,FIR-2018-989,Rewa
शर्मीला कुमारी बुढां,0,49,Suspect,FIR-2019-135,Jabalpur
मीनराज  काफ्‍ले,1,30,Witness,FIR-2011-797,Ujjain
पन्च दनुवार,1,31,Witness,FIR-2002-882,Rewa
विष्णु क जैसी,0,56,Witness,FIR-2003-346,Satna
नरहरि भट्टरई,1,22,Witness,FIR-2022-204,Ujjain
बिष्णु तिवारी,0,42,Suspect,FIR-2009-886,Jabalpur
सुष्मा खडका,0,23,Criminal,FIR-2008-695,Bhopal
दामोदर भट्ट,1,19,Victim,FIR-2013-666,Ujjain
मीना  देव,0,49,Criminal,FIR-2024-707,Indore
शान्ती  तामाङ,0,18,Suspect,FIR-2005-864,Bhopal
बबिता रवत,0,41,Criminal,FIR-2000-556,Bhopal
शङ्कर बोहरा,1,19,Witness,FIR-2000-712,Rewa
लोकी गोराथोकी,0,39,Criminal,FIR-2017-154,Dewas
डिला खड्क,0,18,Witness,FIR-2003-877,Indore
सेल्गु तमङ,0,29,Victim,FIR-2010-273,Dewas
चरी म तामाङ्ग,0,37,Witness,FIR-2023-831,Dewas
हेमन्त  श्रेष्,1,30,Victim,FIR-2001-204,Indore
कल क बान्तवा,0,58,Witness,FIR-2011-531,Dewas
चेत बहादुर बानिया,1,31,Suspect,FIR-2010-250,Indore
राजु  थार,1,20,Suspect,FIR-2013-304,Gwalior
राजनारायण  सांह,1,23,Victim,FIR-2020-222,Dewas
पिंकु क यादव,0,60,Suspect,FIR-2023-561,Jabalpur
पदम बहादुर मगर,1,21,Witness,FIR-2008-698,Jabalpur
चेतराज खनाल,1,28,Criminal,FIR-2023-571,Jabalpur
मन कुमारी रा,0,27,Suspect,FIR-2001-735,Gwalior
भिम प्रसाद जैसी,1,23,Criminal,FIR-2001-923,Jabalpur
कौशीला मुखिया,0,55,Witness,FIR-2021-712,Jabalpur
बिलेक्षण मंडल,1,46,Criminal,FIR-2018-551,Gwalior
ठुली म सुनार,0,39,Criminal,FIR-2018-954,Rewa
भवानी  शर्मां,0,32,Victim,FIR-2021-117,Dewas
चन्द्रा धामी,0,26,Victim,FIR-2006-767,Sagar
मनिषा बि.क.,0,26,Witness,FIR-2002-521,Ujjain
तारा देवी चौलांगांई,0,30,Suspect,FIR-2000-854,Indore
शरण  पन्थ,1,41,Victim,FIR-2016-262,Rewa
कविता कुमारी यांदव,0,19,Victim,FIR-2010-686,Dewas
निलिमा  अधिकार,0,18,Witness,FIR-2000-597,Bhopal
नगेन्द्र लिम्बु,1,52,Witness,FIR-2014-434,Ujjain
शैलेन्द्र शर्मा गौडेल,1,30,Suspect,FIR-2009-521,Gwalior
इश्वर आ मगर,1,19,Victim,FIR-2006-780,Sagar
खिल पहाडी,1,24,Witness,FIR-2016-160,Dewas
रोजी श्रेष्ठ,0,21,Witness,FIR-2021-252,Gwalior
चन्द्रकली पुन,0,48,Witness,FIR-2011-486,Sagar
बसन्त आचार्य,1,47,Witness,FIR-2021-207,Jabalpur
सोनाम मोक्‍तान,1,48,Criminal,FIR-2021-173,Rewa
प्रमिसा  अर्या,0,45,Victim,FIR-2010-908,Satna
रञ्जना श्रेष्ठ,0,60,Witness,FIR-2012-888,Gwalior
चन्द्र मान बस्ने,1,31,Witness,FIR-2007-936,Ujjain
पर्मिला थापा,0,27,Victim,FIR-2000-135,Rewa
सुर्य प्रसाद राजवंश,1,40,Victim,FIR-2000-642,Satna
आशा मगर,0,59,Suspect,FIR-2016-839,Satna
ठगीराम  चौधर,1,26,Witness,FIR-2019-300,Rewa
गोपी दाहाल,0,32,Victim,FIR-2010-904,Gwalior
कुल बहादुर बोगट,1,51,Witness,FIR-2008-768,Gwalior
सुनिल गाहा,1,21,Witness,FIR-2014-814,Dewas
कृष्‍ण नन्दन पा,1,45,Suspect,FIR-2017-786,Indore
समिमा  खातु,0,47,Criminal,FIR-2022-206,Jabalpur
कल्पना प्रजा,0,36,Witness,FIR-2007-950,Satna
फुलमती  लो,0,40,Victim,FIR-2012-895,Bhopal
शुशिला  भण्डांरी,0,34,Criminal,FIR-2003-807,Rewa
राम नरेश महरा,1,21,Suspect,FIR-2022-451,Gwalior
रुपा कटुवाल,0,49,Witness,FIR-2008-799,Dewas
झुममाया राना,0,35,Witness,FIR-2001-818,Ujjain
सपना चुनारा,0,24,Victim,FIR-2020-108,Satna
जित माया घलान,0,60,Victim,FIR-2003-164,Satna
पवी  खड्कां,0,25,Witness,FIR-2000-949,Bhopal
कर्ण बहादुर खत्री,1,40,Witness,FIR-2011-348,Ujjain
जीर माया मगर,0,26,Victim,FIR-2010-682,Bhopal
राम दुलारी डगौरां,0,48,Criminal,FIR-2005-786,Rewa
प्रकाश  विश्वखर्मा,1,40,Suspect,FIR-2011-558,Jabalpur
पंचवती थापा मगर,0,44,Suspect,FIR-2014-767,Bhopal
दिल कुमारी प्रजापती,0,44,Criminal,FIR-2022-479,Satna
सीता कुमारी,0,30,Victim,FIR-2003-592,Ujjain
कुन्दन  चौधरी,1,23,Victim,FIR-2016-751,Gwalior
कर्मा लमु शेर्पा,0,29,Witness,FIR-2004-500,Dewas
मनोज प्रसाद पंडित,1,39,Witness,FIR-2004-244,Rewa
हरि  परियार,1,36,Witness,FIR-2007-307,Sagar
साह  महम,1,57,Criminal,FIR-2021-917,Dewas
लाल ब तामाङ्ग,1,29,Witness,FIR-2017-450,Sagar
अजय  बज्राचार्,1,32,Criminal,FIR-2016-437,Satna
चौधरनिया थरुनी,0,34,Criminal,FIR-2003-105,Ujjain
कमला खनाल (चापागाई),0,22,Victim,FIR-2023-660,Jabalpur
संजिव कुमार साह,1,26,Victim,FIR-2024-282,Sagar
शान्ता  गिरी,0,56,Criminal,FIR-2008-707,Bhopal
सनरजित मेहत,1,30,Victim,FIR-2001-468,Rewa
संजिब  थांरु,1,60,Suspect,FIR-2004-313,Dewas
चौठी रिषिदेव,1,29,Criminal,FIR-2001-321,Sagar
जमुनी लहेरा,0,56,Victim,FIR-2000-202,Jabalpur
विष्णु कुमारी बुढा,0,53,Criminal,FIR-2016-596,Ujjain
जानकी पोख्रेल,0,58,Victim,FIR-2015-664,Satna
अन्जली परीयार,0,43,Suspect,FIR-2008-869,Dewas
मंगल बहादुर तामाङ,1,59,Witness,FIR-2023-291,Rewa
शालिक र पौडेल,1,22,Criminal,FIR-2023-748,Bhopal
रिषी कुमार यादव,1,37,Suspect,FIR-2019-310,Sagar
दिपा सापकोटा,0,57,Victim,FIR-2003-135,Ujjain
भिम क बस्नेत,0,45,Suspect,FIR-2024-358,Satna
प्रेम बहादुर तमाङ,1,48,Suspect,FIR-2004-308,Dewas
संगिता कुमारी चौधरी,0,57,Criminal,FIR-2011-804,Jabalpur
पस क गूरुङ्ग,0,29,Suspect,FIR-2011-231,Dewas
रुपलाल चौधरी,1,30,Witness,FIR-2022-196,Dewas
रुपलाल  चौधर,1,59,Witness,FIR-2018-355,Jabalpur
राम ब छन्तेल,1,55,Witness,FIR-2004-411,Gwalior
दशनी माया माझी,0,33,Suspect,FIR-2016-558,Bhopal
ललीत प पौडेल,1,29,Victim,FIR-2000-904,Dewas
सोमनाथ अधिकारी,1,43,Criminal,FIR-2006-545,Gwalior
दिल कृष्ण धेके,1,50,Victim,FIR-2024-767,Indore
गंगा नेपाल,0,50,Suspect,FIR-2002-873,Gwalior
कौशिला  काम,0,29,Victim,FIR-2022-560,Jabalpur
देवकी मोची,0,44,Suspect,FIR-2014-270,Gwalior
देविन्द्र पाल,1,51,Criminal,FIR-2022-356,Satna
भिम ब गुरुङ,1,41,Victim,FIR-2012-131,Rewa
लक्षिराम पुन मगर,1,18,Victim,FIR-2000-355,Sagar
पासाङ तामाङ,1,21,Criminal,FIR-2015-344,Bhopal
गणेश चलाउने,1,48,Suspect,FIR-2002-890,Ujjain
अर्जुन  खतिवडा,1,51,Criminal,FIR-2006-315,Rewa
अहमद देवन,1,41,Suspect,FIR-2020-619,Dewas
लाल बहादुर खत्री,1,32,Victim,FIR-2024-378,Rewa
दिपेन्‍द्र राउत,1,60,Witness,FIR-2022-743,Satna
शान्‍ती  गीरी,0,28,Witness,FIR-2004-139,Ujjain
हरि प्रसाद चौधरी,1,55,Victim,FIR-2011-400,Rewa
मनकुमारी खवास,0,32,Victim,FIR-2006-821,Ujjain
प्रबिन चौधरी,1,35,Victim,FIR-2021-371,Bhopal
शौलेन्द्र वातर,1,22,Witness,FIR-2015-954,Indore
बावु र थारु,1,55,Witness,FIR-2011-466,Indore
दिपेश उप्रेती,1,37,Suspect,FIR-2009-880,Indore
चन्चल  हजरा,1,56,Victim,FIR-2007-118,Jabalpur
श्रवण कुमार सदा,1,60,Victim,FIR-2008-275,Gwalior
मेजर मान श्रेष्‍ठ,1,20,Criminal,FIR-2000-880,Gwalior
चन्डिका  श्रेष्,0,28,Criminal,FIR-2020-112,Rewa
विष्णु माया कार्की,0,31,Witness,FIR-2024-937,Indore
टिके  नेपाली,1,28,Victim,FIR-2014-614,Satna
शुस्मा सुनार वि.क.,0,33,Suspect,FIR-2000-417,Dewas
कमला सुनर,0,21,Criminal,FIR-2008-514,Gwalior
दीर्घ म मगर,0,55,Suspect,FIR-2012-924,Rewa
मधु देवी रिषिदे,0,53,Witness,FIR-2024-761,Sagar
अरुण भण्डारी माली,1,41,Criminal,FIR-2003-859,Satna
सहनाज खातुन,0,53,Suspect,FIR-2002-218,Ujjain
सन्देश घिमिरे,1,43,Victim,FIR-2015-475,Rewa
पुनिया  डगौर्न,0,39,Criminal,FIR-2013-220,Bhopal
विमला देवी वोहारा,0,31,Criminal,FIR-2007-329,Sagar
दिलिप कुमार मेहता,1,50,Witness,FIR-2007-735,Rewa
अब्दुल हकिम धुनिय,1,45,Criminal,FIR-2024-463,Sagar
उषा काफ्ले,0,41,Suspect,FIR-2024-830,Ujjain
लुद्र बहादुर राना,1,20,Suspect,FIR-2006-768,Dewas
तारा देबि श्रेष्ठ,0,50,Victim,FIR-2007-461,Dewas
राम ब खड्‍का,1,49,Victim,FIR-2024-367,Gwalior
सुनिरा  वीष्ट,0,59,Witness,FIR-2012-328,Satna
साबित्रा शर्मा,0,39,Criminal,FIR-2009-754,Bhopal
दिपेन्द्र  चपाई,1,40,Witness,FIR-2010-696,Satna
मेनुका श्रेष्‍ठ,0,52,Witness,FIR-2011-492,Gwalior
नन्द राज पोखरेल,1,35,Criminal,FIR-2002-825,Bhopal
संजीतनी देवी,0,48,Criminal,FIR-2012-101,Sagar
सन्जय माझी,1,23,Victim,FIR-2005-559,Gwalior
तिलक बहादुर थापा,1,21,Criminal,FIR-2002-811,Dewas
सरस्वती ढुङ्गाना,0,37,Witness,FIR-2006-550,Gwalior
उदान कुमार राई,1,32,Victim,FIR-2019-772,Indore
वविता क देवी,0,37,Suspect,FIR-2014-953,Satna
चक्र व चन्द,1,27,Witness,FIR-2024-138,Sagar
उमा देवी लुङ्गेली मगर,0,49,Criminal,FIR-2018-348,Sagar
सुन माया तामाङ,0,18,Criminal,FIR-2024-185,Ujjain
गंगा  विश्वखर्मा,0,21,Victim,FIR-2014-377,Dewas
चन्द्र कुमार श्रेष्ठ,1,42,Suspect,FIR-2006-996,Jabalpur
अमिर कला दास तत्मा,0,49,Witness,FIR-2022-676,Jabalpur
अमिर तत्मा,0,19,Criminal,FIR-2022-889,Jabalpur
कृष्ण राज भट्,1,47,Criminal,FIR-2013-938,Jabalpur
नमराज  थपलिया,1,59,Criminal,FIR-2016-638,Rewa
तेज कर्की,0,41,Witness,FIR-2012-636,Sagar
सोम मायाँ बि.क,0,46,Criminal,FIR-2014-594,Dewas
सेती म प्रजा,0,27,Witness,FIR-2006-835,Ujjain
रतभाने वोहरा,1,24,Victim,FIR-2012-164,Ujjain
पोख र उप्रेती,1,18,Criminal,FIR-2019-246,Rewa
धन कुमारी दर्जी,0,38,Criminal,FIR-2003-942,Gwalior
प्रकाश लामा थोकर,1,54,Suspect,FIR-2007-343,Satna
लक्ष्‍मण चमर,1,42,Criminal,FIR-2020-615,Dewas
राम रनभट,0,26,Victim,FIR-2005-523,Rewa
राम (नेपाली),1,32,Witness,FIR-2019-826,Gwalior
रमेशा  भण्डारी,0,41,Criminal,FIR-2013-948,Jabalpur
लक्ष्मी  धिताल,0,29,Suspect,FIR-2007-688,Bhopal
मीना देवी,0,44,Suspect,FIR-2024-609,Indore
फूल माया पाख्रिन,0,35,Victim,FIR-2000-622,Sagar
निर्मला मगर,0,55,Witness,FIR-2007-892,Indore
गया प्रसाद थारु,1,44,Suspect,FIR-2014-730,Indore
विष्णु कुमारी जैसी,0,44,Victim,FIR-2004-713,Gwalior
बाबु राजा महर्ज,1,45,Suspect,FIR-2002-241,Indore
बिनमला घर्ती,0,60,Criminal,FIR-2015-299,Gwalior
प्रसिद कर्माचार्य,1,26,Victim,FIR-2009-581,Ujjain
मिन रिजाल,1,46,Victim,FIR-2017-838,Gwalior
कान्छी ब (खत्री),0,44,Witness,FIR-2004-542,Gwalior
ममता गुरुङ्ग,0,29,Witness,FIR-2002-578,Bhopal
निललक्ष्मी  लाम,0,50,Suspect,FIR-2009-413,Ujjain
मनी तत्‍मा,1,27,Suspect,FIR-2014-474,Bhopal
दधि राम चौधर,1,38,Victim,FIR-2007-746,Jabalpur
मिना  खत्री,0,52,Criminal,FIR-2000-625,Satna
उदसिया चौधरी,0,58,Victim,FIR-2007-710,Sagar
ममता  राजवंश,0,45,Criminal,FIR-2003-710,Rewa
ईन्द्रकला  कोइरांलां,0,35,Suspect,FIR-2017-208,Rewa
सुजित कार्की,1,57,Victim,FIR-2002-852,Indore
निलम पसमन,0,50,Suspect,FIR-2010-682,Gwalior
मन माया श्रेष्‍,0,35,Victim,FIR-2001-747,Jabalpur
झिगुंर  यांदव,1,26,Witness,FIR-2015-348,Satna
लिला  मल्,0,39,Victim,FIR-2024-369,Rewa
करिना तामाङ,0,35,Criminal,FIR-2019-435,Satna
विद्या  गौतम,0,52,Criminal,FIR-2005-294,Ujjain
माझी यादव,1,57,Victim,FIR-2009-463,Rewa
विजय घलान,1,40,Suspect,FIR-2015-287,Indore
कविता देवी,0,24,Suspect,FIR-2014-121,Sagar
मनिषा  बि.ख.,0,34,Criminal,FIR-2005-197,Sagar
मुनु राई,0,41,Criminal,FIR-2011-866,Bhopal
लोकेन्द ख क्षेत्री,1,57,Victim,FIR-2013-563,Satna
रसिना अर्याल,0,55,Witness,FIR-2017-224,Jabalpur
सिमा कुमारी कुर्म,0,18,Witness,FIR-2021-123,Sagar
मनिसरा थप,0,49,Victim,FIR-2001-715,Ujjain
किसुन स सुडी,1,47,Victim,FIR-2000-320,Dewas
उमा देवी मगर,0,51,Witness,FIR-2011-835,Jabalpur
मोहन गुरुङ्ग,1,39,Victim,FIR-2004-267,Ujjain
राजेन्द्र कुमार चौधरी (थारु),1,47,Witness,FIR-2007-870,Jabalpur
शान्ती देवी यादव,0,39,Suspect,FIR-2016-174,Rewa
दुर्गा देवी चौधरी,0,55,Victim,FIR-2000-155,Bhopal
तविजा खातुन,0,50,Witness,FIR-2021-929,Satna
कुइचनी थरुनी,0,39,Victim,FIR-2013-204,Bhopal
ज्ञान देवी रोकाय,0,18,Victim,FIR-2012-251,Ujjain
कृष्‍ण कुमारी श्रेष्‍ठ,0,44,Witness,FIR-2007-671,Satna
पुरन रई,1,25,Victim,FIR-2011-457,Ujjain
भुपाल  खत्री,1,60,Witness,FIR-2022-998,Rewa
मनसरा वली,0,28,Criminal,FIR-2010-706,Bhopal
राधा कृष्ण रांजवांहक,1,59,Criminal,FIR-2009-223,Ujjain
श्रृजना ऐडी (बस्नेत,0,28,Victim,FIR-2012-325,Rewa
अमित सोमै मगर,1,21,Criminal,FIR-2023-446,Jabalpur
पर्शुराम  रांई,1,56,Victim,FIR-2011-163,Ujjain
संजय कुमार चौरसिया,1,59,Suspect,FIR-2021-463,Ujjain
दोकी म राई,0,31,Criminal,FIR-2006-499,Satna
एलिना पौडेल,0,44,Suspect,FIR-2015-932,Ujjain
महमद मजलुम अंसारी,1,26,Witness,FIR-2004-116,Dewas
गिता देवी चौधर,0,22,Suspect,FIR-2000-876,Bhopal
गौमती गुरुङ,0,51,Victim,FIR-2013-774,Rewa
छमाली डाँगी,0,21,Suspect,FIR-2023-333,Bhopal
लक्ष्मी  वि.क,0,43,Suspect,FIR-2024-494,Jabalpur
हरि ब महर्जन,1,34,Victim,FIR-2002-276,Bhopal
लुखिया देवी यांदव,0,40,Witness,FIR-2022-163,Jabalpur
सुरेश  वीष्ट,1,40,Victim,FIR-2008-511,Rewa
ताल माया थापा,0,27,Witness,FIR-2024-703,Satna
सुशिला मण्डल,0,32,Criminal,FIR-2014-112,Rewa
